23421.31000000,2023-02-28 15:18:20
23421.07000000,2023-02-28 15:18:20
23420.69000000,2023-02-28 15:18:20
23421.30000000,2023-02-28 15:18:20
23421.30000000,2023-02-28 15:18:21
23421.31000000,2023-02-28 15:18:21
23421.31000000,2023-02-28 15:18:21
23421.31000000,2023-02-28 15:18:21
23421.31000000,2023-02-28 15:18:21
23421.34000000,2023-02-28 15:18:21
23421.34000000,2023-02-28 15:18:21
23421.34000000,2023-02-28 15:18:21
23421.34000000,2023-02-28 15:18:21
23421.34000000,2023-02-28 15:18:21
23421.34000000,2023-02-28 15:18:21
23421.48000000,2023-02-28 15:18:21
23421.58000000,2023-02-28 15:18:21
23421.70000000,2023-02-28 15:18:21
23421.70000000,2023-02-28 15:18:21
23421.72000000,2023-02-28 15:18:21
